"X","doy","Year","Prec_mm","T_Celsius","ET0_mm","DATE","site.x","meanNDVI","meanNDWI","season"
19,293,2017,0,16.0204166666667,2.57506261933235,"2017-10-20","GOR1",0.841463317172745,0.334898068026896,"wet"
20,353,2017,0,0.89,1.49961467988895,"2017-12-19","GOR1",0.617382678640424,0.0335949139294572,"wet"
1,3,2018,3,6.303125,1.07794823664583,"2018-01-03","GOR1",0.631662218674378,0.0299842360290812,"wet"
2,13,2018,0.2,6.60141666666667,1.31612259650743,"2018-01-13","GOR1",0.513218955679522,0.0891752596838211,"wet"
3,18,2018,0,4.88345833333333,1.88973168287562,"2018-01-18","GOR1",0.607283463589957,-0.0253886181858842,"wet"
4,28,2018,0,8.17929166666667,1.32025782984257,"2018-01-28","GOR1",0.536089341485945,0.09408250396307,"wet"
5,48,2018,0,5.96583333333333,1.39816991430454,"2018-02-17","GOR1",0.521779357977004,-0.0306487574960272,"wet"
6,93,2018,0,11.399625,2.63617070372962,"2018-04-03","GOR1",0.546567233620395,-0.0197880730540449,"wet"
7,98,2018,0,15.5575,1.98369046429545,"2018-04-08","GOR1",0.540658049829624,-0.0152071343958989,"wet"
8,103,2018,0,13.8508333333333,1.95919419710971,"2018-04-13","GOR1",0.594733263883597,0.0378025064793295,"wet"
9,118,2018,0,19.8595833333333,1.59850542004715,"2018-04-28","GOR1",0.786667690701146,0.267574888128676,"wet"
10,153,2018,0,19.8970833333333,2.00961691235493,"2018-06-02","GOR1",0.866597237945813,0.394555767984485,"wet"
11,163,2018,0.2,20.8408333333333,1.7992546688591,"2018-06-12","GOR1",0.846123100137305,0.396965621971213,"wet"
12,178,2018,0.2,16.593,1.93232079523223,"2018-06-27","GOR1",0.879301942433446,0.416211814203136,"wet"
13,183,2018,0,23.1791666666667,2.86083212466362,"2018-07-02","GOR1",0.842695596274336,0.390458071350655,"wet"
14,218,2018,0.6,22.9695833333333,1.83075060270617,"2018-08-06","GOR1",0.853725064896069,0.368628424920909,"wet"
15,233,2018,22.8,20.9070833333333,1.79932323213367,"2018-08-21","GOR1",0.833075810691157,0.368980585122821,"wet"
16,248,2018,0,19.1233333333333,2.03565719054873,"2018-09-05","GOR1",0.856207269656631,0.356300730082482,"wet"
18,293,2018,0,17.3266666666667,2.19308547540542,"2018-10-20","GOR1",0.656360190831518,0.253206819998862,"wet"
19,298,2018,0,14.3704166666667,2.02916820053527,"2018-10-25","GOR1",0.810439682454896,0.239041703136675,"wet"
20,303,2018,0.4,11.4183333333333,0.988270167663582,"2018-10-30","GOR1",0.780562948187843,0.281444325983722,"wet"
21,333,2018,0,5.90858333333333,1.54606096108907,"2018-11-29","GOR1",0.710747473774056,0.167582391897674,"wet"
22,353,2018,0,4.815875,1.47436494407325,"2018-12-19","GOR1",0.52227056654621,0.080911901011093,"wet"
23,363,2018,0,6.9735,1.22662462681891,"2018-12-29","GOR1",0.630889368148034,0.02724438412494,"wet"
1,38,2019,0,7.0245,1.73143626988182,"2019-02-07","GOR1",0.544678561535871,-0.0074926528211492,"wet"
2,48,2019,0,6.54741666666667,1.80912426542276,"2019-02-17","GOR1",0.556043381715188,-0.0162896294138074,"wet"
3,58,2019,0,8.211625,2.2243366463593,"2019-02-27","GOR1",0.542296398620195,-0.0288676315529289,"wet"
4,68,2019,0,10.4252916666667,1.83354956912844,"2019-03-09","GOR1",0.504349289299073,-0.0210938786064523,"wet"
5,78,2019,0,9.58383333333333,1.44468026917469,"2019-03-19","GOR1",0.512770323781373,0.00388061488406931,"wet"
6,83,2019,0,12.57125,2.85611498265817,"2019-03-24","GOR1",0.535842813734457,-0.0364569222683936,"wet"
7,88,2019,0,8.14516666666667,2.32909460895338,"2019-03-29","GOR1",0.462257477686223,0.0263408669769498,"wet"
8,108,2019,0,12.48125,2.59009620579256,"2019-04-18","GOR1",0.621670444825127,0.0612472835062725,"wet"
9,158,2019,0,23.6125,3.8034008915305,"2019-06-07","GOR1",0.850102021894883,0.380942434765572,"wet"
10,163,2019,0,25.8908333333333,4.10576716880122,"2019-06-12","GOR1",0.838337109971741,0.376680629554381,"wet"
11,178,2019,0,25.3625,3.40025379077537,"2019-06-27","GOR1",0.883743428140439,0.407004078579107,"wet"
12,183,2019,0,24.3158333333333,3.12430082659853,"2019-07-02","GOR1",0.879265404054074,0.40134808484502,"wet"
13,188,2019,0,23.5208333333333,2.85252222700399,"2019-07-07","GOR1",0.867175359150796,0.405134993256921,"wet"
14,198,2019,0,19.4345833333333,2.68518539251521,"2019-07-17","GOR1",0.881424778783825,0.411322982188475,"wet"
15,203,2019,0,24.0833333333333,2.72281295149434,"2019-07-22","GOR1",0.874798017625062,0.393679065442957,"wet"
16,208,2019,0,23.2691666666667,2.95502659910412,"2019-07-27","GOR1",0.879345973656484,0.402012908755743,"wet"
17,213,2019,0,22.6258333333333,2.28173810482697,"2019-08-01","GOR1",0.872408435348991,0.396708836507956,"wet"
18,218,2019,0,23.495,3.15445008559735,"2019-08-06","GOR1",0.87680484703475,0.394646850258013,"wet"
19,223,2019,0,26.5275,2.94702720580806,"2019-08-11","GOR1",0.878141366084443,0.380510477786048,"wet"
20,233,2019,0,24.3595833333333,3.05752585630822,"2019-08-21","GOR1",0.874650106258639,0.375493108958897,"wet"
21,238,2019,0,23.4904166666667,3.00414514025619,"2019-08-26","GOR1",0.85634071652006,0.38041613880186,"wet"
22,258,2019,0,20.7129166666667,3.31488873066564,"2019-09-15","GOR1",0.830855271297324,0.370027078425765,"wet"
23,283,2019,0,17.8404166666667,1.69926329271677,"2019-10-10","GOR1",0.84579941645494,0.339816508964447,"wet"
24,288,2019,0,16.8141666666667,1.9957836036566,"2019-10-15","GOR1",0.787266351870736,0.334260350448448,"wet"
25,293,2019,0,17.0141666666667,2.31703214033617,"2019-10-20","GOR1",0.817903818515649,0.309892945552857,"wet"
26,338,2019,0,9.02079166666667,1.95146704730319,"2019-12-04","GOR1",0.690144418064313,0.151733906840325,"wet"
27,348,2019,0,6.79708333333333,1.4361389246322,"2019-12-14","GOR1",0.675831022958189,0.122147996095551,"wet"
28,358,2019,0.2,7.6125,2.10305961430805,"2019-12-24","GOR1",0.631184570117931,0.0640316185858209,"wet"
1,3,2020,0,7.00633333333333,1.90486729359623,"2020-01-03","GOR1",0.59302842895242,0.0153262202731996,"wet"
2,8,2020,0,5.63,1.65469003884691,"2020-01-08","GOR1",0.608161912476318,-0.000416966179305335,"wet"
3,13,2020,0,7.15416666666667,1.58410388333494,"2020-01-13","GOR1",0.562566453297529,0.0249493404066088,"wet"
4,23,2020,0,7.45258333333333,0.944328134197739,"2020-01-23","GOR1",0.58091043064214,0.0299839217179227,"wet"
5,38,2020,0,4.4335,1.76998361406849,"2020-02-07","GOR1",0.56685861512223,-0.0223564710108365,"wet"
6,48,2020,0,8.15579166666667,1.37104563541368,"2020-02-17","GOR1",0.570402630037103,-0.025975797773417,"wet"
7,53,2020,0,6.87245833333333,2.4263273429863,"2020-02-22","GOR1",0.552759330774619,-0.0178746067546385,"wet"
8,58,2020,3.2,5.12,1.55705547681731,"2020-02-27","GOR1",0.567408370749114,0.0214442675652163,"wet"
9,73,2020,0,11.20125,1.945876569535,"2020-03-13","GOR1",0.500798256647438,-0.00428241822565751,"wet"
10,83,2020,0,4.29058333333333,1.3140495512847,"2020-03-23","GOR1",0.488969778840342,0.0324842049124143,"wet"
11,93,2020,0,4.79645833333333,1.95627672953211,"2020-04-02","GOR1",0.557608748225161,0.000923673015239067,"wet"
12,98,2020,0,12.0870833333333,2.88451254116801,"2020-04-07","GOR1",0.543908706030668,-0.016917234927743,"wet"
13,103,2020,0,13.30375,2.34451329742025,"2020-04-12","GOR1",0.583593958724611,0.0322753951448539,"wet"
14,108,2020,0,12.0766666666667,2.23632186549075,"2020-04-17","GOR1",0.600167300882806,0.0602234161315421,"wet"
15,118,2020,0,12.7308333333333,1.75515367237592,"2020-04-27","GOR1",0.724122237903424,0.187970717036551,"wet"
16,128,2020,0,13.5729166666667,2.55416777675478,"2020-05-07","GOR1",0.822311342616687,0.305757359443758,"wet"
17,143,2020,0,15.80625,2.91133595311764,"2020-05-22","GOR1",0.900367050640629,0.406070004606564,"wet"
18,148,2020,0,13.4383333333333,2.60636585916919,"2020-05-27","GOR1",0.88989086370565,0.424816595339696,"wet"
19,163,2020,4,13.54875,0.86350152971112,"2020-06-11","GOR1",0.866532964605681,0.448477593965309,"wet"
20,173,2020,0,17.8291666666667,2.27196205777828,"2020-06-21","GOR1",0.891596987814229,0.423578129456289,"wet"
21,183,2020,0,23.2333333333333,2.55799091015682,"2020-07-01","GOR1",0.884479409997049,0.415404648440225,"wet"
22,193,2020,0,21.9354166666667,2.03811914814097,"2020-07-11","GOR1",0.857958158625176,0.417139649074339,"wet"
23,198,2020,0,20.0079166666667,2.24795039696351,"2020-07-16","GOR1",0.885553531038773,0.429681595635176,"wet"
24,203,2020,0,22.5575,3.26100832126114,"2020-07-21","GOR1",0.900959465383039,0.417951986916437,"wet"
25,213,2020,0,25.975,2.21549455951704,"2020-07-31","GOR1",0.871063222011074,0.401970241057912,"wet"
26,223,2020,0,24.44375,3.04747167237926,"2020-08-10","GOR1",0.871760017503647,0.396188120865743,"wet"
27,243,2020,0,26.3870833333333,3.80901573756818,"2020-08-30","GOR1",0.834444486490633,0.365436344200194,"wet"
28,248,2020,0,21.0383333333333,3.136705105831,"2020-09-04","GOR1",0.877325015422597,0.377758110579462,"wet"
29,258,2020,0.2,23.56875,3.79518946338737,"2020-09-14","GOR1",0.873008309389153,0.375026294549438,"wet"
30,263,2020,0,21.3158333333333,2.44015828174024,"2020-09-19","GOR1",0.852858717260773,0.373659439877517,"wet"
31,273,2020,0.2,13.4908333333333,1.1964279581629,"2020-09-29","GOR1",0.833447691293533,0.405069316166184,"wet"
32,283,2020,0,14.2779166666667,2.39605722083571,"2020-10-09","GOR1",0.819387994513838,0.352012781630521,"wet"
33,308,2020,0,12.73,1.0192890734364,"2020-11-03","GOR1",0.764900082990142,0.275599129019735,"wet"
34,313,2020,0,12.6216666666667,1.56586439907947,"2020-11-08","GOR1",0.788570448160757,0.273370210770336,"wet"
35,323,2020,0,13.1084210526316,1.72158407592759,"2020-11-18","GOR1",0.724728335621238,0.24388925083093,"wet"
36,333,2020,4.2,10.6875833333333,1.05765423808889,"2020-11-28","GOR1",0.636421875122177,0.202546805231867,"wet"
37,348,2020,0,6.899,1.33089319106354,"2020-12-13","GOR1",0.590973843136772,0.102927404872789,"wet"
