"X","doy","Year","Prec_mm","T_Celsius","ET0_mm","DATE","site.x","meanNDVI","meanNDWI","season"
1,3,2018,6.64,9.224375,1.31435843295713,"2018-01-03","MFC2",0.689252020252332,0.243277213823713,"wet"
2,18,2018,0,8.21883333333333,1.82732170577971,"2018-01-18","MFC2",0.69979105186795,0.217191326105982,"wet"
3,28,2018,0,11.2320833333333,1.35607114261881,"2018-01-28","MFC2",0.671100481861941,0.208782999711629,"wet"
4,48,2018,0,8.64258333333333,1.2733576219364,"2018-02-17","MFC2",0.662498788006073,0.21444196647534,"wet"
5,83,2018,0,6.291375,1.11259937246665,"2018-03-24","MFC2",0.689809305673421,0.280315304341999,"wet"
6,93,2018,0,13.8320833333333,2.01762253441283,"2018-04-03","MFC2",0.701235273247196,0.279542559967141,"wet"
7,98,2018,0,17.8204166666667,2.60571997026277,"2018-04-08","MFC2",0.707971286212618,0.281883395850368,"wet"
8,103,2018,0,15.9520833333333,1.74986927337036,"2018-04-13","MFC2",0.748354069057032,0.327630450187082,"wet"
9,108,2018,0,16.8620833333333,1.80050883557644,"2018-04-18","MFC2",0.729234909336486,0.35250300579017,"wet"
10,113,2018,0,16.7420833333333,1.65379324486388,"2018-04-23","MFC2",0.747903540534534,0.375747359902516,"wet"
11,118,2018,0,22.0858333333333,2.20322832384494,"2018-04-28","MFC2",0.750518879279102,0.351762941370558,"wet"
12,153,2018,0,22.0291666666667,2.03000813816247,"2018-06-02","MFC2",0.655305011947045,0.257481841321369,"wet"
13,163,2018,0,22.7666666666667,2.57408461532305,"2018-06-12","MFC2",0.57456931392492,0.162829450096777,"wet"
14,183,2018,0,25.66375,2.14012777918425,"2018-07-02","MFC2",0.550716412882724,0.11668493748915,"wet"
15,203,2018,0,25.3675,2.5314600538689,"2018-07-22","MFC2",0.446477430439515,0.0954456187898147,"wet"
16,218,2018,0,25.4458333333333,2.63657011585516,"2018-08-06","MFC2",0.534153218115271,0.0554883019574643,"wet"
17,233,2018,42.965,22.425,2.27092732284747,"2018-08-21","MFC2",0.571675025084372,0.102941258604823,"wet"
18,258,2018,0,22.2833333333333,1.95081785090726,"2018-09-15","MFC2",0.682194143700974,0.213257668187402,"wet"
19,273,2018,0,19.0795833333333,2.51395690212941,"2018-09-30","MFC2",0.658050775924617,0.155079132637478,"wet"
20,293,2018,0,19.95375,1.99019173265392,"2018-10-20","MFC2",0.62937710301818,0.210937017038837,"wet"
21,298,2018,0,17.2783333333333,1.66303278867812,"2018-10-25","MFC2",0.707737313632479,0.205448988230512,"wet"
22,318,2018,0,15.0783333333333,0.344300378796584,"2018-11-14","MFC2",0.697995019645321,0.238306150548254,"wet"
23,333,2018,0,9.14929166666667,1.83170500634391,"2018-11-29","MFC2",0.714655359746975,0.238495815023215,"wet"
24,353,2018,0,7.45579166666667,1.5709805236603,"2018-12-19","MFC2",0.654292819212651,0.22794194570084,"wet"
25,363,2018,0,9.53754166666667,0.680600342571097,"2018-12-29","MFC2",0.688012371882748,0.218155542701498,"wet"
1,3,2019,0,2.66879166666667,2.01839875692868,"2019-01-03","MFC2",0.666867601094413,0.18388429645924,"wet"
2,38,2019,0,10.0748333333333,1.80700883867796,"2019-02-07","MFC2",0.602469117954765,0.133953907634919,"wet"
3,48,2019,0,9.12533333333333,1.79630226130417,"2019-02-17","MFC2",0.605626198407585,0.1397225886414,"wet"
4,58,2019,0,10.8658333333333,3.13492541582547,"2019-02-27","MFC2",0.598725750473656,0.133247487159458,"wet"
5,68,2019,0,12.3329166666667,1.74343374954202,"2019-03-09","MFC2",0.597107241117778,0.153802016672074,"wet"
6,83,2019,0,15.15625,2.52316797806216,"2019-03-24","MFC2",0.645072556281793,0.194919808597817,"wet"
7,88,2019,0,11.1272916666667,2.91181089849932,"2019-03-29","MFC2",0.651333935706947,0.229063335675605,"wet"
8,108,2019,0,14.8729166666667,2.72945962328997,"2019-04-18","MFC2",0.7171309052359,0.293064855517349,"wet"
9,158,2019,0,26.0166666666667,2.42840672486528,"2019-06-07","MFC2",0.714034776128661,0.313983186676974,"wet"
10,163,2019,0,28.325,2.50341851831141,"2019-06-12","MFC2",0.652669896518022,0.259916669145847,"wet"
11,178,2019,0,28.5741666666667,3.43444074454752,"2019-06-27","MFC2",0.532101583932936,0.115861435996971,"wet"
12,183,2019,0,26.33125,2.39967115552419,"2019-07-02","MFC2",0.503585330178965,0.101230873261015,"wet"
13,188,2019,0,25.7466666666667,2.35993645449053,"2019-07-07","MFC2",0.490151131899598,0.113247911894885,"wet"
14,203,2019,0,26.0995833333333,2.3899734700152,"2019-07-22","MFC2",0.48991044164373,0.0801895774262687,"wet"
15,208,2019,0,25.8291666666667,2.23234532787595,"2019-07-27","MFC2",0.486016059369613,0.0948147690750457,"wet"
21,258,2019,0,23.5395833333333,2.87703408713718,"2019-09-15","MFC2",0.572548489785867,0.105049549402949,"wet"
22,263,2019,0,20.5,2.78075902018093,"2019-09-20","MFC2",0.582016491790549,0.109476259765043,"wet"
23,273,2019,0,16.345625,1.48473661191714,"2019-09-30","MFC2",0.625866023358854,0.130256163713939,"wet"
24,283,2019,0,18.468125,1.56331749785486,"2019-10-10","MFC2",0.643591381509079,0.160129592110061,"wet"
25,288,2019,0,19.6041666666667,1.4981220503256,"2019-10-15","MFC2",0.625713527828665,0.174310150918447,"wet"
26,293,2019,0,19.11875,1.63930179071272,"2019-10-20","MFC2",0.658132679918166,0.170916131544139,"wet"
27,338,2019,0,11.75125,1.48554618588143,"2019-12-04","MFC2",0.690320162292548,0.21396317481927,"wet"
28,348,2019,0.1,9.47554166666666,1.72768472457369,"2019-12-14","MFC2",0.705823063114425,0.224525655212052,"wet"
29,358,2019,0,10.5691666666667,1.8582313758417,"2019-12-24","MFC2",0.705526228767125,0.225684359468494,"wet"
1,3,2020,0,9.58425,1.55696631808431,"2020-01-03","MFC2",0.674728245460658,0.194947863803445,"wet"
2,8,2020,0,8.913125,2.41034801195633,"2020-01-08","MFC2",0.661439557065751,0.160962530733245,"wet"
3,13,2020,0,9.70216666666667,1.19012920585388,"2020-01-13","MFC2",0.626596267121851,0.173242493542887,"wet"
4,23,2020,0.1,8.48129166666667,0.878913207970281,"2020-01-23","MFC2",0.61675096300835,0.195767222621707,"wet"
5,38,2020,0,7.44633333333333,1.94678491291974,"2020-02-07","MFC2",0.629647262576033,0.13778507169855,"wet"
6,48,2020,0,9.76029166666667,1.31197203841486,"2020-02-17","MFC2",0.636450422807066,0.163981432826514,"wet"
7,53,2020,0,10.196375,2.6856685307023,"2020-02-22","MFC2",0.632140687097526,0.168751951354977,"wet"
8,58,2020,6.428,7.66054166666667,1.94220209140301,"2020-02-27","MFC2",0.653689721124898,0.193970677576241,"wet"
9,73,2020,0,10.8285416666667,1.3339435598643,"2020-03-13","MFC2",0.622745890187063,0.205694300244119,"wet"
10,83,2020,0.6,7.41570833333333,2.43768253215302,"2020-03-23","MFC2",0.541557591788428,0.274513985064344,"wet"
11,88,2020,6.041,8.709625,0.526035656118726,"2020-03-28","MFC2",0.610774411102416,0.314115866351957,"wet"
12,93,2020,0,7.63304166666667,1.95404437554612,"2020-04-02","MFC2",0.663312408181817,0.227160193871841,"wet"
13,98,2020,0,14.5279166666667,2.83381119790354,"2020-04-07","MFC2",0.643280631603913,0.21095691011887,"wet"
14,103,2020,0.2,11.9948333333333,1.51399048884719,"2020-04-12","MFC2",0.652844022436162,0.242452607079729,"wet"
15,108,2020,0,13.7829166666667,2.00228262240609,"2020-04-17","MFC2",0.651888037154199,0.241504238784958,"wet"
16,118,2020,0,14.93125,1.82517849662157,"2020-04-27","MFC2",0.703266597008231,0.287581992040464,"wet"
17,128,2020,0,16.43375,3.45756892308696,"2020-05-07","MFC2",0.727902109287273,0.316127282965663,"wet"
18,143,2020,0,18.82375,3.36893571591844,"2020-05-22","MFC2",0.698603307100693,0.283252407383862,"wet"
19,148,2020,0,16.86625,3.55106451123667,"2020-05-27","MFC2",0.620107616667682,0.238599957060716,"wet"
20,153,2020,1.787,14.5458333333333,1.71396126618771,"2020-06-01","MFC2",0.612522531336626,0.275154643430436,"wet"
21,178,2020,0,24.59625,2.40306623223407,"2020-06-26","MFC2",0.581086775650001,0.143270754220206,"wet"
22,183,2020,0,25.0575,2.43929576106059,"2020-07-01","MFC2",0.549918650883065,0.130854120461865,"wet"
23,198,2020,0,22.3504166666667,2.58732759547796,"2020-07-16","MFC2",0.50684327563609,0.0983154902653335,"wet"
24,208,2020,0,24.5145833333333,2.83726480902355,"2020-07-26","MFC2",0.486029071033221,0.0887064864000422,"wet"
25,213,2020,0,26.615,2.37696706917109,"2020-07-31","MFC2",0.460832862512013,0.0907361354746153,"wet"
26,223,2020,0,27.4833333333333,2.99145396849617,"2020-08-10","MFC2",0.459263771504756,0.05748945116032,"wet"
27,243,2020,0,29.1716666666667,2.8931328058234,"2020-08-30","MFC2",0.41958911800094,0.0448992078710962,"wet"
28,248,2020,0,24.0829166666667,2.97582871725231,"2020-09-04","MFC2",0.420283513430403,0.0251433718927692,"wet"
29,253,2020,0,26.825,2.66434040369714,"2020-09-09","MFC2",0.411044801264581,0.0450731577533992,"wet"
30,258,2020,0,26.8154166666667,3.37831841098371,"2020-09-14","MFC2",0.426314418920393,0.0120993397373755,"wet"
31,263,2020,0,23.69,2.12388125799146,"2020-09-19","MFC2",0.427268329091404,0.0222877568929548,"wet"
32,278,2020,0,18.63125,1.78886638909641,"2020-10-04","MFC2",0.528697440698217,0.0506725840599334,"wet"
33,283,2020,0,16.5841666666667,1.99855304687097,"2020-10-09","MFC2",0.535647546278696,0.0962012288079925,"wet"
34,293,2020,0,13.235,1.17896628637032,"2020-10-19","MFC2",0.596445645503771,0.152841973810949,"wet"
35,308,2020,0,14.0629166666667,0.948707464143163,"2020-11-03","MFC2",0.62410819339085,0.162151734637831,"wet"
36,313,2020,0,14.04625,1.39992276955237,"2020-11-08","MFC2",0.647936222062824,0.184769680328735,"wet"
37,323,2020,0,15.77875,2.19273598138821,"2020-11-18","MFC2",0.660694858179959,0.198275855347821,"wet"
38,328,2020,0,13.5845833333333,0.926475787587622,"2020-11-23","MFC2",0.64608410016572,0.202786605701972,"wet"
39,348,2020,0,9.41083333333333,1.12574286695355,"2020-12-13","MFC2",0.682687346267349,0.30998231461354,"wet"
